,result,moves
352,1,"['3R', '6L', '4L', '7L', '3R', '10L', '3R', '8R', '3R', '8R', '2R', '6R', '0L', '7L', '3R', '6L', '3L', '10R', '2L', '9R', '0L', '6R', '1L', '10L', '0R', '7R', '2R', '7L', '1R', '7R', '0L', '8L', '4L']"
353,-1,"['2R', '6R', '1L', '7R', '3L', '10R', '4R', '9R', '0R', '7R', '0L', '6R', '3R', '9L', '4R', '6L', '0R', '10L', '1R']"
354,-1,"['4R', '7L', '1R', '8L', '3L', '10L', '0R', '8R', '3L', '9L', '3R', '6R', '0R']"
355,-1,"['1R', '9R', '2L', '8L', '4R', '10R', '2R', '8L', '3R', '7L', '1R', '9R', '0R', '10R', '4R', '10L', '0L', '9R', '4L']"
356,-1,"['3L', '7L', '3L', '7L', '2L', '8R', '0R', '9R', '4L', '6R', '0L', '7R', '1R', '6L', '4R', '10R', '2R', '8R', '3R', '9L', '0L', '7L', '0R']"
357,-1,"['0L', '10R', '0L', '7L', '1R', '8R', '2R', '10R', '1L', '7R', '4R', '9R', '1R', '8L', '4R', '7L', '2L', '6L', '1L', '10R', '1L', '9L', '0R', '8R', '3R', '10R', '4R', '9L', '3L', '8L', '2R', '7R', '0R', '8L', '4R', '7R', '2R']"
358,1,"['0R', '9R', '1R', '9L', '4R', '6R', '2L', '7L', '1R', '7L', '2L', '10R', '4L', '10R', '1R', '10R', '3R', '7L', '1R', '6L', '2L', '8R', '1R', '9L', '2L', '8R', '1L', '9L', '0L', '8L', '1R', '7R', '0L', '8R']"
359,1,"['0L', '8L', '0R', '10L', '3L', '6L', '3L', '7L', '3R', '8L', '1R', '9L', '2R', '7R', '1L', '10R']"
360,-1,"['4L', '6L', '4L', '9R', '3R', '8L', '1R', '7R', '1L', '8L', '4L', '8L', '0L', '8L', '0L', '8R', '0R', '9L', '3L', '10R', '1L', '7L', '4L', '6L', '1R', '7R', '2L', '10L', '0L', '10R', '1L', '8L', '2L']"
361,-1,"['0R', '9R', '2L', '9R', '2L', '10L', '2L', '8R', '0L', '9R', '3L']"
362,1,"['3R', '10L', '4L', '7R', '0L', '9R', '2L', '10R', '1R', '8R', '4R']"
363,-1,"['2L', '7L', '4R', '7L', '2L', '6R', '0R', '9L', '0L', '7L', '3R', '8R', '2R', '9L', '1R', '8L', '2L', '6L', '1L', '9R', '4L', '10R', '3L', '8R', '2R', '9L', '4R', '8R', '1R', '9R', '3R', '10L', '4L', '9L', '0L', '10L', '3R', '9L', '4L', '8R', '3L', '9L', '0L', '10L', '2L', '7L', '1R', '8L', '4L', '10R', '3R', '9L', '4L', '8R', '3R', '9L', '4R', '8L']"
364,1,"['1L', '9R', '0L', '7L', '3L', '8L', '1R', '9L', '2R', '10L', '1L', '9R', '0L', '7L', '0L', '8R', '2L', '9R', '4L', '10L', '1L', '8L', '2R', '7L', '3R', '9R', '4R', '10L', '1R', '9L', '2R', '8L', '3L', '7L', '2L']"
365,-1,"['2L', '6R', '0L', '7L', '1R', '6R', '4L', '7L', '0L', '7R', '0R', '7L', '1R', '6L', '2L', '8R', '4R', '7R', '2L', '8R']"
366,1,"['0L', '8L', '1L', '10L', '3R', '9L', '2L', '7R', '2R', '8R', '2L', '6R', '1L', '7R', '4L', '10L', '3R', '7L', '4L']"
367,-1,"['4L', '7R', '0L', '9L', '3L', '10L', '0L', '8R', '1R', '10R', '0L', '6L', '3R', '9R', '1R', '10R', '4L', '8L', '2R', '10L', '3L', '9L', '0L', '7L', '2R', '9R', '3R', '6R', '4R', '9R', '2R', '6R', '2L', '9R', '1R', '7L', '1L', '6R', '3R', '9L', '0L', '7L', '4R', '9L', '4L', '7L', '2R', '8R', '3R', '7L', '1L', '8R', '4L', '7R', '3L', '8L', '2R']"
368,-1,"['4L', '8L', '3R', '7L', '1R', '10L', '4L', '9L']"
369,-1,"['0L', '9L', '1L', '8L', '1R', '7R', '3L', '8R', '2L', '6R', '1R', '8R', '0L', '8R', '1R', '7L', '0R', '6R', '2L', '9L', '0L', '8L', '1R', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '0R', '8R']"
370,-1,"['1R', '6L', '1L', '9R', '4R', '6L', '3L', '10L', '3R', '8R', '3R', '6R', '4R', '6R', '2L', '7L', '1R', '6L', '0L', '10L', '2R']"
371,-1,"['0L', '7L', '3R', '9R', '0R', '9L', '3L', '7R', '1R', '7L', '0R', '8R', '2R', '10R', '3R', '7L', '2L', '6L', '2L']"
372,1,"['4R', '6R', '3L', '7R', '4R', '10L', '3L', '6L', '4L', '8L', '4L', '6L', '4R', '10L', '2R']"
373,-1,"['1L', '9L', '0R', '9R', '4L', '10L', '4R', '6R', '3L', '8L', '4R', '6L', '3R', '10R', '3R', '9L', '3R', '8L', '1L', '7L', '3L', '6L', '2L', '10R', '2L', '8R', '4L', '7R', '3L', '10R', '2L', '8R', '1R', '9L', '2R']"
374,1,"['1L', '6R', '4L', '8L', '3L', '9L', '4L', '8R', '3L', '7R', '2L', '6L', '0L', '6R', '1L', '7L', '0R', '9L', '4L', '8R', '3R', '10R', '0L', '8R', '3L', '6R']"
375,-1,"['0R', '9R', '1R', '8L', '2R', '9L', '0R', '6R', '4R', '10R', '4R', '7L', '1L', '9R', '1R', '10R', '2R', '7L', '3L', '6L', '3L', '6R']"
376,1,"['4L', '6R', '3L', '9L', '0L', '8R', '4L', '7L', '2R', '9L', '4L', '8L', '3L', '7L', '3R', '6R', '4R', '9R', '1R', '7L', '4L', '10R', '0R', '8R', '1L', '10R', '1R', '9L', '2L']"
377,1,"['1R', '6R', '0R', '6R', '1L', '8L', '0R', '7R', '4L', '9L', '4L', '9R', '2R', '10R', '3L', '7R', '2R', '7L', '3L', '10R', '3L', '9L', '0L', '10L', '2R', '9R', '3R', '10L', '4L', '9L', '3L', '8L', '2R', '7R', '3L', '8L', '2R', '7R', '3L', '8R']"
378,1,"['0L', '8L', '0L', '8R', '0L', '6L', '4L', '7R', '3L', '9L', '1R', '9L', '2L', '10R', '3R', '7L', '4R', '6R', '3L', '8R', '2R', '9R', '0L', '9L', '4L', '8L', '3R', '8R', '4L', '9R', '3L', '10L', '2R', '9L', '3L', '8L', '2R', '7R', '3L', '8R']"
379,1,"['0R', '9R', '2L', '10L', '2R', '7R', '4L', '9R', '4R', '7R', '3L', '8L', '0R', '7R', '2R', '8L', '1L', '7L', '0L', '6L', '1R', '10L', '3R', '7R', '4R', '8L']"
380,1,"['3R', '7L', '1R', '8R', '1L', '10R', '1L', '6L', '2R', '7R', '1R', '8L', '2L', '10R', '2R', '6L', '4R', '9L', '2L', '6R', '2L', '7R', '0R', '8R', '1R']"
381,1,"['0L', '10R', '4L', '7L', '2L', '6L', '2R', '9L', '3L', '8R', '2R', '6L', '1R', '8L', '2R', '7R', '3L', '8R']"
382,-1,"['2R', '7R', '0L', '6R', '4L', '6L', '0R', '9R', '3L', '6L', '1L', '7R', '2R', '8R', '4L', '9R', '3R', '10R', '4R', '7L', '0R', '8R', '2L', '6R', '1R', '8R', '2R']"
383,-1,"['1R', '6R', '0R', '7R', '4R', '7R', '3L', '10L', '3R', '10L', '3R', '9L', '2R', '8L', '2R', '7R', '2L', '6R', '1R', '7L', '4R', '6R', '3L', '10R', '4L']"
384,-1,"['2R', '10R', '1R', '9R', '3R', '6L', '0R', '7R', '1L', '8L', '3R', '8L', '2R', '10R', '2R', '8R', '0R']"
385,1,"['0R', '8L', '2L', '7R', '2L', '8L', '4L', '10R', '0L', '8R']"
386,-1,"['1L', '10R', '3L', '9L', '1L', '9L', '4R', '6L', '2R', '10R', '0R', '6R', '2L', '9R', '1R', '10L', '3L', '9L', '2R', '8R', '3L', '9L', '2L', '8L']"
387,1,"['2R', '9R', '3R', '10R', '1L', '7R', '4L', '6L', '1R', '6L', '1L', '9L']"
388,-1,"['3L', '10R', '3R', '8R', '0R', '7R', '1L', '10R', '1R', '7R', '4R', '10R', '3R', '10L', '4R', '7L', '0R', '6R', '4L']"
389,-1,"['0L', '10L', '1L', '6L', '4L']"
390,1,"['0L', '10L', '2L', '6R', '4L', '8L', '1R', '10L', '0R', '10L', '1R']"
391,1,"['0L', '10R', '1R', '6R', '1L', '9R', '0R', '9L', '4L', '8R', '2R', '9L', '0L', '6R', '3L', '8L', '2R', '9R', '0L', '8L']"
392,1,"['1R', '6R', '4R', '7L', '0L', '6L', '4L', '7R', '2R', '7R', '1L', '8R', '0R', '6L', '1R']"
393,-1,"['0R', '10R', '4L', '6L', '0L', '10L', '1L', '9L', '4L', '7R', '0L', '8L', '3L', '9L', '0L', '9L', '1L', '8R', '0L', '6L', '3L', '7L', '2R', '10L', '2L']"
394,-1,"['4R', '9L', '4R', '6R', '2R', '10L', '3R', '8R', '3R', '8L', '1R', '10L', '4L', '6R', '2R', '9R', '4L', '10R', '1R', '8L', '2L']"
395,0,"['4R', '6L', '3R', '6R', '1L', '6R', '1R', '9R', '3R', '6L', '4R', '7L', '0L', '6L', '2L', '9R', '0L', '10R', '4R', '6L', '1R', '8R', '0R']"
396,-1,"['4L', '7L', '2R', '6R', '1R', '9R', '0L', '6R', '0L', '10R', '2L', '6L', '2L', '7R', '1R', '6L', '1L', '7R', '3L', '8L', '1R', '10R', '2L', '7R', '0R', '8L', '1R', '6R', '3R', '9L', '4L']"
397,-1,"['0L', '10R', '0R', '8L', '1R', '6L', '4L', '7R', '2R', '9L', '4R', '6R', '1L', '10L', '2R', '6L', '4R', '9R', '3R', '10R', '3L', '6R', '4L', '9L', '3L', '7L', '0L', '7R', '4L', '8R', '3R', '9L', '4R', '8R', '1R', '9L', '2L', '8R', '0R', '9R', '1L', '9L', '0L', '8R', '2R']"
398,-1,"['3L', '6L', '2R', '8R', '3L', '10R', '1L', '8L', '2L', '10L', '1L', '8L', '4R', '8R', '2L']"
399,-1,"['0R', '9R', '2L', '10L', '4L', '7L', '3L', '6L', '2R', '6L', '3R', '6R', '4R', '10R', '3L', '7R', '0R', '6R', '2L', '7R']"
400,-1,"['4L', '6L', '1L', '9R', '3L', '6R', '3R', '9L', '3R', '10R', '4R', '7L', '4R', '6L', '4L', '10R', '3R', '7R', '0R', '6L', '0L', '9L', '2L', '8L', '1L', '7R', '0L', '8L', '1L', '7L', '0R']"
401,1,"['1L', '10L', '1R', '6L', '3R', '8R', '0L', '10R', '2R', '6R', '3R', '7R', '4L', '8L']"
402,-1,"['2L', '10R', '2R', '9L', '4R', '8R', '1L', '9L', '4R', '7R', '1R', '6L', '0L', '7R', '2L', '8L', '1R', '7L', '0R', '9R', '3R', '8R', '2L', '8L', '3R', '10L']"
403,1,"['3R', '6L', '3L', '8L', '2L', '10L', '4L', '6R', '1R', '9R', '4L', '6L', '2R', '10L', '3L', '9L', '4L', '8L']"
404,-1,"['1L', '10L', '2R', '6L', '2L', '6L', '4R', '7R', '2L', '8R', '0L', '6R', '0R']"
405,-1,"['0L', '8R', '1R', '6R', '3R', '6R', '2R', '9R', '0L', '10R', '0L', '6R', '1R', '7L', '1L', '6L', '3L', '7R', '1L', '10L', '0L', '8L', '2R', '6L', '0L', '7L', '3R', '6L', '3L', '6L', '2R', '8L', '3R', '10L', '4L', '9R', '3R', '10L', '4R', '9L', '2R', '8L', '3R', '7L', '1L', '6R', '2R', '10R', '2R', '8R', '3L', '9R', '2R', '6L', '0R', '10R', '3R', '9L', '0L', '9R', '1L', '10L', '0R', '9L', '1L', '8L', '0R', '7R', '1L', '8R']"
406,-1,"['0R', '8R', '4R', '9L', '1L', '9L', '3R', '7L', '1R', '6R', '1R', '8R', '4R', '9R', '2L', '10L', '0L', '10L', '2L', '6R', '1L', '7R', '0R']"
407,1,"['3L', '8R', '0R', '10L', '3L', '6L', '3L', '10L', '2L', '9R', '1R', '10L', '3L', '9R', '2R', '8R', '4R', '6R', '3R', '10R', '4R', '6L', '0L', '7R']"
408,-1,"['2L', '6R', '0L', '8R', '3R', '6R', '0L', '6L', '4R', '10R', '0R', '8L', '3R', '6L', '3L', '10R', '2L', '6R', '0L', '6L', '1L', '8R', '1R', '7R', '2L', '10L']"
409,1,"['3R', '10R', '3R', '6R', '4R', '6L', '2R', '8R', '3R', '9L', '1L', '9R', '4R', '6R', '1L', '9R', '0L', '6R', '2R', '10R', '2R', '10L', '0R', '7L', '2R', '9L', '1L', '7L', '2L', '10R', '4L', '7L', '3L', '6L', '4R', '8L', '3L', '10R', '1L', '9R', '0R', '10R', '4L', '10L', '0L', '10L']"
410,-1,"['2L', '6L', '2R', '8R', '1R', '9R', '1L', '6R', '0L', '10L', '2L']"
411,-1,"['1R', '6R', '0R', '9L', '0R', '10R', '3L', '6R', '1L', '9R', '2L', '9L', '4L', '8L', '3L', '7L', '1L', '9R', '0R', '6L', '4L', '10L', '3L', '9R', '1L', '9R', '2R', '10R', '4R', '6R', '2R', '10R', '1R', '6R']"
412,-1,"['2R', '9L', '0L', '6L', '0L', '9R', '4R', '10L', '3L', '6L', '2R', '8L', '3R', '7L', '2R', '6R', '3L']"
413,1,"['2L', '9L', '4L', '9L', '0R', '10R', '2L', '9R', '0L', '10L', '4R', '9R', '1L', '9L', '4R', '10R', '1R', '7R', '2R', '10R', '4L']"
414,-1,"['0R', '10R', '0L', '7L', '3L', '10R', '2R', '6L', '1L', '7R', '4L', '10L', '2L']"
415,1,"['4L', '6L', '3R', '7R', '3L', '8R', '3L', '9R', '0R', '7L', '4R', '10L', '1R', '8R', '3L', '10R', '0L', '10L', '3L', '9L', '0L', '6L', '4R', '8R', '3L', '9L', '0R', '8R', '1L', '9L', '2R', '8L']"
416,-1,"['0L', '8R', '4R', '8R', '2R', '6R', '1R', '7R', '1L', '7L', '4L', '8R', '1R']"
417,-1,"['1R', '6R', '3R', '9L', '4R', '10L', '4L', '9R', '0R', '9R', '3L', '7L', '4R', '10R', '3L', '6L', '0L', '7R', '3L', '8L', '0R', '10R', '4R', '9R', '3R', '10L', '4L', '6R', '3R', '7L', '3L', '9L', '2R', '8R']"
418,-1,"['3L', '8L', '4R', '6R', '2L', '9L', '0L', '10R', '2L', '6L', '0R', '10R', '2L', '7R', '1R', '8R', '2R']"
419,1,"['1R', '8R', '3R', '9R', '2R', '7R', '1L', '8R', '3R', '8L', '1L', '9R', '3R', '10L', '1L', '8L', '0L', '7L', '0R', '7L', '3L', '8R', '2R']"
420,-1,"['0L', '10R', '1L', '9R', '0L', '7R', '3L', '9L', '3R', '10L', '4R', '7L', '0R', '6L', '2R', '9L', '3R', '8L', '1L', '7L', '0L']"
421,1,"['0R', '8R', '1R', '6R']"
422,1,"['4L', '8L', '1L', '9R', '1L', '10R', '4R', '6L', '0R', '10R', '0L', '7R', '0L', '8L', '0R', '7L', '1R', '6R', '4L', '9L', '1R', '6L', '1L', '8L', '3L', '6R', '2L', '7L', '1L', '6R', '0L', '7R', '2L', '8L', '4R', '9L', '1R', '10L', '2R', '9R', '3R', '6R', '4L', '8L', '3R', '9L', '3L', '8L', '4R', '10R', '0L', '7L', '3L', '6L', '4L', '8L', '2R', '9L', '3R', '8R', '4R', '7R', '4R', '8R', '2R']"
423,1,"['1L', '9L', '4L', '7L', '3R', '8L', '1L', '7R', '2L', '6R', '3L', '7R', '4L', '7L', '2L', '10R', '0L', '8L', '1L', '6R', '4R', '8L']"
424,-1,"['0L', '10R', '1R', '10L', '4L', '9R', '0R', '10L', '1L', '6L', '2L', '7L', '0R', '8L', '3L', '10L']"
425,1,"['2R', '10L', '0L', '7R', '3R', '10L', '3R', '6R', '0L', '7L', '4R', '9L', '2L', '6L', '0R', '10L', '4R', '10R', '2R', '8L', '0R', '9R', '1L', '7R', '0R', '8R', '1R', '9R', '2L', '10L', '1L', '9L', '0R', '8L']"
426,-1,"['2R', '6R', '1L', '7R', '1R', '10L', '0L', '8L', '2R', '8R', '3L', '7L', '4R', '10R', '2L', '8R', '3R', '10L', '4L', '6L', '4L', '9R', '3R', '6R', '4R', '8R', '0R', '10R', '0L', '10R', '3L', '7L', '2R', '8L', '1R', '7R', '0L', '8L', '4L', '6R', '1L', '7L', '0R']"
427,-1,"['4L', '9R', '3L', '10L', '1L', '8L', '2L', '9L', '3R', '10R', '0L', '8L', '4L', '6R', '3R', '9R', '4L', '7R', '4R', '10R']"
428,1,"['1L', '10R', '3R', '10L', '4L', '6R', '2R', '6L', '0L', '7R', '0L', '8R', '0R', '7R', '1L', '9R', '0L', '10R', '0L', '9R', '4L', '6R', '1R', '7L', '3L', '6L', '1L', '8R', '2R', '9L', '3L', '8L', '2L', '6R']"
429,-1,"['3R', '6L', '4L', '10L', '0L', '7L', '1L', '8R', '2L', '6L', '2R', '8L', '0R', '10R', '3R', '8L', '2R', '6L', '0L', '9L', '1L', '7R']"
430,-1,"['2L', '6L', '2L', '7L', '4R', '6L', '2R', '6L', '3L', '8R', '1R', '9L', '2R', '8R', '4L', '9L', '3L', '8R', '2R']"
431,-1,"['4R', '8L', '2R', '6R', '4R', '7R', '4R', '6L', '3L', '9R', '1R', '9L', '0R', '7L', '2R', '8R', '3R', '7R', '4R', '7R', '1L', '10R', '4R', '6R', '2R', '7L', '3R', '6R', '4L', '7L', '2R', '6R', '3L', '7R', '2L']"
432,-1,"['0L', '9L', '1L', '8L', '1L', '6R', '0R', '7L', '3R', '10R', '2L', '7L', '3R', '7R', '0L', '8R', '2R', '6L', '4L', '9L', '1L', '7R', '0L', '6L', '2L', '8L', '0R', '6L', '3R', '7L', '4R', '7L', '3L', '6R', '4L', '7R', '0L']"
433,1,"['2L', '7R', '1R', '9L', '2L', '6L', '1L', '8R', '1R', '9R', '0R', '6L', '3R', '10L', '2L', '9R', '0R', '10L', '1R', '9L', '2L', '8L', '1L', '7R', '0R', '8R']"
434,1,"['0R', '9R', '3R', '7L', '4R', '10L', '0R', '10R', '4R', '7R', '2R', '10R', '2L', '8R', '3L', '10L', '1L', '6L', '0R', '8R', '1R', '9R', '2L', '10R', '2L', '9L', '1R', '7R', '2L', '8L', '1L', '7R', '4L', '8R']"
435,1,"['2R', '9L', '3R', '10R', '4L', '7R', '1R', '10R', '2L', '10L', '0R', '10R', '4R', '10R', '2L', '8L', '0R', '9L', '2R', '7L', '3R', '6R', '1R', '8L', '3R', '7R', '4R', '8R', '2L', '7L', '0L', '6L', '1R', '9L', '2L']"
436,-1,"['2L', '10L', '0R', '8L', '2L', '7L', '0L', '10R', '3R', '7R', '2L', '6L', '2R', '7L', '2R', '10L', '1R', '9L', '0R', '9L', '3R', '6L', '3L', '10L', '2R', '9R', '3L', '10L', '2R', '9R', '3L', '10L', '2L']"
437,-1,"['3R', '8R', '2R', '6R', '3R', '8L', '1R', '10L', '1L', '8R', '4R', '7L', '1R', '9R', '1L', '7L', '0R', '6R', '2L', '10L', '0L', '6L', '1R', '8L', '2L']"
438,-1,"['3L', '7R', '4R', '7R', '1R', '10L', '0L', '6R', '4R', '9L', '3L', '8L', '0R', '6L', '2L', '9L', '0L', '9R', '3R', '6R', '4R', '9L', '2L', '8L', '3L', '6L', '1L', '7L', '0R', '6R', '1L', '7L', '0L', '6L', '2L', '7R', '4L', '10R', '0L', '8R', '3R', '7R', '4L', '8L', '3R', '7R', '0R', '6L', '2R', '8L', '0L', '9R', '4L', '9L', '1R', '8R']"
439,1,"['1R', '6R', '0R', '8R', '3R', '6L']"
440,-1,"['0L', '10R', '1R', '10L', '4R', '8L', '1L', '7R', '1R', '9R', '4R', '10R', '2L', '6R', '1R', '9L', '2L']"
441,-1,"['0R', '10L', '1R', '10L', '3R', '8R', '4R', '6L', '0L', '10R', '4L', '8L', '3L', '9L', '0R', '8L', '1L', '7R', '0R', '8L', '1L', '7R', '3R', '8R']"
442,-1,"['0L', '7L', '3L', '9L', '1L', '9R', '4R', '8R', '3R', '10L', '1L', '8L', '2L', '9R', '1R', '8R', '4L', '7L', '1R', '6R', '0R', '7L', '2L', '8R', '0R']"
443,-1,"['1R', '8R', '4L', '9R', '3R', '7L', '2L', '10L', '3R', '7R', '0R', '9L', '1L', '7R', '0L', '6R', '4L', '8R', '0R', '6L', '1L', '9R', '0L', '9R', '2L', '9R', '0R', '10L', '1L', '10R', '1R', '7R', '2L', '8R', '1L', '9L', '0R', '8L']"
444,-1,"['4L', '9R', '2L', '8L', '1R', '8L', '0L', '7R', '3R', '10L', '0R', '8L', '1R', '6R', '0L', '7R', '2R', '9R', '4L', '10L', '2R', '9L', '3L', '8R', '2R', '9R', '3R', '10R', '0R', '9L', '1L', '8L', '0R', '6R', '2L', '8L', '1R', '9R', '2R', '7R', '3R', '6R', '4L', '8L', '3L', '7R']"
445,-1,"['1R', '8L', '2L', '10R', '1L', '6R', '0R', '7L', '1R', '8R', '0L', '10L', '4R', '8R', '0L', '8R', '1R', '6L', '3R', '9L', '2L', '6L', '0R', '8R']"
446,-1,"['1L', '9L', '4R', '9R', '1R', '7R', '0L', '8L', '4R', '10L', '0R', '10R', '4L', '7R', '3R', '8L', '4L', '7L', '3L', '6L', '4R', '9R', '2L', '8R', '1L', '9R', '4R', '7R', '0L', '10R', '3L', '10L', '2R']"
447,-1,"['3L', '8R', '1R', '6L', '2R', '6R', '3L', '8L', '4L', '7L', '4R', '7R', '1R']"
448,-1,"['0R', '9L', '2R', '8R', '2L', '6L', '0L', '7L', '2L', '8L', '4R', '10R', '0L', '8L', '2L', '10L']"
449,-1,"['4L', '6L', '4L', '10R', '1L', '9R', '0L', '6R', '3L', '8R', '0L', '10R', '4R', '6L', '0L', '7L', '2L', '6L', '1L', '8R', '0R', '9L', '1R', '8L']"
450,1,"['4R', '8R', '2R', '7L', '1R', '7L', '3R', '6L', '2L', '7R', '3L', '10R', '4L', '8R']"
451,1,"['0R', '8R', '2R', '10L', '0R', '10L', '3R', '7R', '3R', '8R', '2L', '9L', '0L', '8L', '0L', '6L', '1R', '7L', '2L', '6R', '1R', '7L', '2R', '6L', '0L', '6R', '1L', '7L', '0R', '8L']"
452,-1,"['0R', '9R', '1R', '7R', '0L', '10R', '3R', '9L', '4L', '7L', '0L', '10L', '3L', '6R', '1R', '7R', '2L', '10R', '1L', '10L', '2R']"
453,1,"['4R', '9L', '0L', '9L', '2L', '9L', '1L', '7R', '2L', '8R', '0L', '6L', '1L', '7R', '2R', '6R', '1R', '10L', '2R', '9L', '4R', '8R', '3R', '9L', '4R', '8R', '0R', '9L', '1L', '8R', '3R', '9L', '0L', '8L', '4L', '7R', '3L', '8R']"
454,1,"['2R', '9L', '4L', '8R', '3R', '6R', '0L', '10L', '4L', '7R', '0L', '9L', '3L', '7R', '4L', '8R', '4R', '10L', '0R', '9L', '4L', '8L', '0L', '7L', '0L', '6L', '1L', '8R', '1R', '7L', '2L']"
455,-1,"['3R', '7L', '4L', '7L', '0L', '9R', '4R', '8R', '2L', '10R', '2L', '8L', '1R', '10R', '2R', '7R', '3L', '8L', '2L']"
456,-1,"['0L', '8L', '0L', '10R', '1L', '9L', '2L', '9L', '0L', '10R', '1L', '6L', '0L', '9L', '2R', '7L', '4R', '7L', '3L', '6R', '2R', '10R', '3L', '6R', '2L']"
457,1,"['0L', '7L', '1R', '10L', '3R', '9L', '4L', '10R', '0L', '6R', '3R', '7L', '4L', '6L', '1L', '8R', '4R', '9R', '0L', '10L', '2L']"
458,1,"['0R', '10R', '1R', '6R', '0L', '7L', '3L', '9L', '2R', '8L', '3R', '7R', '4L', '9L', '1L', '8L', '3L', '10R', '2L', '7R', '0R', '9L', '4L', '8R', '1L', '9L', '0L', '8L', '0L', '7L', '1R']"
459,-1,"['0R', '9R', '2L', '9L', '0L', '10L', '0R']"
460,-1,"['2L', '10L', '3R', '9R', '1R', '6L', '0R', '10R', '1R', '8L', '2L', '9L', '0L', '10L', '3L', '9R', '2R', '10R', '4R', '8R', '3L', '6L', '2L']"
461,1,"['0L', '8L', '1R', '7R', '0L', '9L', '2R', '8R', '3R', '6R', '1L', '9L', '0R', '8L', '2R', '10R', '0R', '7R']"
462,1,"['0R', '7L', '3L', '10L', '4L', '10R', '3L', '8R', '4L', '10R', '1R', '7R', '2R', '8R', '3L', '10L', '2R', '7L', '3R', '6L', '3R', '10R', '4L', '9L', '3L', '8L', '2L', '7R', '1L', '6R', '0L', '8L', '1L', '7L', '1R', '8L', '2R', '10L', '4L']"
463,-1,"['4L', '8L', '1L', '9R', '0L', '8R', '3R', '7R', '4R', '7L', '0R', '9L', '0R', '7R', '3L', '8L', '4R', '6L', '1R', '10R', '2R', '9L', '3R', '8L', '3R', '7L', '3R', '6R', '4R', '8R', '0L', '10R', '4L', '6R', '3R', '9R', '1R', '7R', '2L', '8L', '1L', '7L', '0R', '6R', '1R', '9L', '2R']"
464,1,"['4R', '6L', '3R', '10L', '2R', '8R', '4L', '10R', '1L', '7L', '3L', '6R', '4R', '8L', '0L', '7L', '3R', '6L', '3L', '9R', '2L', '6R', '1L', '8R', '2R', '10R', '2L', '9L', '1R', '10L', '2R', '6R']"
465,1,"['0R', '10L', '2L', '9L', '0R', '9L', '4R', '10L', '2R', '6R', '4L', '7R', '2R']"
466,-1,"['3R', '10L', '4L', '7R', '1L', '9R', '3L', '6R', '1L', '9R', '2L', '10R', '1L', '7R', '0R', '9R', '3R', '10R', '4L', '6L', '2R', '8R', '4L', '6L', '3R', '7L', '2L', '6R', '4R', '8L', '1R', '10R', '2R', '7L', '3R', '7L', '4L', '8R', '3L', '10L', '2L', '8L']"
467,1,"['2R', '9R', '2R', '8R', '0R', '7L', '3R', '6L', '2L', '10R', '4L', '8R', '0R', '9L', '1L', '8L', '2R', '6L', '0R', '9R', '1R', '10R', '0L', '9R', '3R', '7R', '1L', '8R', '0L', '9R', '4R', '10L', '3R', '9L', '1R', '8R', '0L', '8L', '2R', '9L', '3L', '8R', '2R', '9L', '3R', '8R']"
468,-1,"['3L', '7L', '3L', '6R', '2L', '8L', '2R', '6L', '3L', '7L', '3R', '9L', '1L', '10L', '4L', '6L', '1L', '6L', '0L', '7R']"
469,-1,"['2L', '9R', '2R', '10L', '0R', '7L', '2R', '10L', '3L', '6R', '3L', '10R', '2R', '9L', '4L', '10L', '3R', '8R', '2R', '9R', '3L', '8L', '2L', '7L', '1L', '6R', '0R', '7R', '1R', '8R', '2L', '9R', '1R', '10R', '2L', '7R', '1R', '6R', '2L', '7R', '1R', '8L']"
470,-1,"['0R', '9L', '0R', '9R', '4L', '9R', '1L', '10L', '0L', '7R', '3L', '6L', '1R', '6L', '3L', '7R', '3L', '10R', '0R', '8L', '1L', '9R', '1L', '10R', '1R', '8R', '2R', '6R']"
471,1,"['1R', '6L', '3L', '10L', '4L', '10R', '4R', '8L', '1R', '10L', '2L', '10L', '0R', '9L', '2R', '6R']"
472,1,"['4L', '9R', '2R', '6L', '1R', '6L', '3L', '10L', '0R', '6L', '3L', '8L', '1R', '6L', '2L', '7R', '2L', '10R', '2L', '8L', '1R', '6L', '2R', '8R', '3L', '7R', '2R', '6R', '3R', '9L', '4L', '8L', '0R', '9R', '3L', '7R', '1L', '10L', '2L', '9R', '1R', '10L', '2R', '9R', '3R', '8L', '3R', '10L', '4L', '9L', '3L', '7R', '2R', '8R', '3L', '9L', '2L']"
473,1,"['4R', '8R', '3R', '9R', '2L', '9R', '2L', '8L', '1L', '10L', '0R', '8R', '3L', '9R', '1R', '6L', '3L', '6R']"
474,-1,"['0R', '8R', '4R', '8L', '0R', '10R', '2L', '9L', '4R', '7L', '2L', '10L', '1R', '9R', '2L', '10L', '1L', '9L', '0R', '8L']"
475,-1,"['3R', '8R', '2L', '9L', '1L', '7R', '3R', '8R', '2R', '6R', '4R', '10L', '4L', '9L', '3R', '6R', '1L', '7L', '0L', '6L', '3R', '7R', '4L', '8L', '3R', '7L', '4L', '6R', '3L', '9R', '2L', '8L']"
